,Brand,Property,City,Brand Category,IG Post / Carousel,IG Highlight,IG Reels,Google Maps,New System,,
75,Grand Hyatt,Grand Hyatt Manila,Manila,B Luxury,"https://www.instagram.com/p/C1ItAvHhYPt/?igsh=MTh5aXhkM3BlOHoxYw== 
https://www.instagram.com/p/C1G_3pwLIWF/?igsh=eHp1eGVudGt4cXpm ",https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTAxNzM0NzM1OTA5Mzc1?igshid=ZWI2YzEzYmMxYg==,"https://www.instagram.com/reel/Ce3a4d-NhHb/?igshid=ZWI2YzEzYmMxYg==
https://www.instagram.com/reel/CeyzCU9h5Bg/?igshid=ZWI2YzEzYmMxYg==",https://maps.app.goo.gl/XGhw1VvbqnvkiZm17?g_st=ic ,,,
76,Grand Hyatt,Grand Hyatt Tokyo,Tokyo,B Luxury,"https://www.instagram.com/p/DHjPfu6TMGh/?igsh=b2x5ZGthOTdvaTQ1 
https://www.instagram.com/p/DHjPCbHT0t0/?igsh=MXBkMm5vYXNmaGl1OA== 
https://www.instagram.com/p/DHjOM-oz5aY/?igsh=ODBiZHd3MnBtcjk= ",https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MDE5NzI3MTgwNjkwNjc0?igsh=YjBqZW44MXlpb2R4,"https://www.instagram.com/reel/DHrA0qdTI2Z/?igsh=cXZxYnNvdWhmZzB5 
https://www.instagram.com/reel/DHjQIYjTFMo/?igsh=MWZrb2EyNXkzbDZ1dg== ",https://maps.app.goo.gl/Wqbs7nhxiGLyFukj8,,,
77,Grand Hyatt,Grand Hyatt Xi'an,Xi'an,B Luxury,"https://www.instagram.com/p/DF-ysDcyKZx/?igsh=OWd5ZGo4dzk2ZnYw
https://www.instagram.com/p/DGFDND3pqqO/?igsh=Yng1Nm9oazd1a3N5 
https://www.instagram.com/p/DGCotqZpv5_/?igsh=ZXMzZTI0dDNhcWFn ",https://www.instagram.com/s/aGlnaGxpZ2h0OjE3ODUzODg2NTMwMzg2NzU0?igsh=MW82ZTRibzcxaDI3dQ==,"https://www.instagram.com/reel/DF_j8OkBtIy/?igsh=MTBvdG80MTl1anc0dQ==
https://www.instagram.com/reel/DGBXWsdyzZI/?igsh=ZTE1ZnA4b2wyM2Ni 
https://www.instagram.com/reel/DGGna8RTYLo/?igsh=MTVocG53NmNpdmJoOQ== ",https://maps.app.goo.gl/yNNrMy6CQHKoprHj6?g_st=ic,,,
78,Leading Hotels of The World,SIGNIEL SEOUL 🗝️🗝️,Seoul,B Luxury,SOON,SOON,SOON,SOON,Y,,
79,Leading Hotels of The World,The Capitol Kempinski Hotel Singapore,Singapore,B Luxury,"https://www.instagram.com/p/DLIa3PuSTkN/?igsh=aWIxcnlzYmQ3anVh
https://www.instagram.com/p/DLFpR5fJGzO/?igsh=MTQ3amY5bm85NG50Yg== ",https://www.instagram.com/stories/highlights/18074092765694721/,"https://www.instagram.com/reel/DLIcJIjzITb/?igsh=MTJ0NHpqN2tsYXNmZA==
https://www.instagram.com/reel/DLIbDqtSfDI/?igsh=eGFsMmZjc2Fubmhw 
https://www.instagram.com/reel/DLFqt7xphpG/?igsh=MTZrcW95Mmdxdnd6ZQ== 
https://www.instagram.com/reel/DLFpjCNpHpf/?igsh=MXY3NHJ4ejFmamYwbA== ",https://maps.app.goo.gl/ZksME8UmY5FQ4F4z5?g_st=ic,,,
80,Leading Hotels of The World,The Hotel Seiryu Kyoto Kiyomizu 🗝️,Kyoto,B Luxury,"https://www.instagram.com/p/DHvZo1Op7Ps/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/p/DHvYQBYJTD_/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/p/DOOljIHifag/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/p/DOSd2D2CRV9/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTYwNzM5ODA2OTEyNDY3?igsh=MTB4Y2VlaTFhZjI2MA==,"https://www.instagram.com/reel/DHvaEQapRow/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DHvZOzkpaia/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DOTOEuFiSh0/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DOOu4zLCcNT/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DOQcj6mCffZ/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://maps.app.goo.gl/usPk2QjG4n5zdqVv7,,,
81,Leading Hotels of The World,The Okura Prestige Bangkok 🗝️🗝️,Bangkok,B Luxury,SOON,SOON,SOON,SOON,Y,,
82,Luxury Collection,HOTEL THE MITSUI 🗝️🗝️🗝️,Kyoto,B Luxury,https://www.instagram.com/p/Cn9ygsNheNC/?igshid=MzRlODBiNWFlZA==,https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTY2NzEzOTM3MjkzODE1?igshid=ZWI2YzEzYmMxYg==,"https://www.instagram.com/reel/C-IsC5NSORU/?igsh=aXU4OWh5NzZkNnRo 
https://www.instagram.com/reel/Co3Z1I_hEsa/?igshid=MzRlODBiNWFlZA==
https://www.instagram.com/reel/C-GCxXFys8B/?igsh=b2E1YjN0NmU5OTdm ",https://maps.app.goo.gl/ifNeSPrj294rQVTC8?g_st=ic,,,
83,Luxury Collection,Shisui,Nara,B Luxury,"https://www.instagram.com/p/DHZPWb3zd2U/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/p/DHXnYuIJ_FG/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTg1NDk1Mzg2MzExMTI2?igsh=bTJmZHVwYmtxZ2lp,"https://www.instagram.com/reel/DHbS9top7vw/?igsh=MTBhaHQxZ2I0aHJwNA== 
https://www.instagram.com/reel/DHbSNZrpDDi/?igsh=MWYyNWd2Zm95N252aA== 
https://www.instagram.com/reel/DHZN94dzYhs/?igsh=YmE0ODc0eWJsbmJz ",https://maps.app.goo.gl/jD1AT3G3jPGpnpyj7,,,
84,Luxury Collection,The Hongta,Shanghai,B Luxury,https://www.instagram.com/p/C2AnkgLh5OW/?img_index=1,https://www.instagram.com/stories/highlights/18090232486391924/,https://www.instagram.com/reel/C9kgTHXy_sg/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,https://maps.app.goo.gl/dcKizAbhtFNzJqoj6?g_st=ic,,,
85,Luxury Collection,"The Prince Gallery, Tokyo Kioicho 🗝️",Tokyo,B Luxury,"https://www.instagram.com/p/CzBPNiYr4zq/?igshid=ZWI2YzEzYmMxYg==
https://www.instagram.com/p/CzIQm6rr4SA/?igshid=ZWI2YzEzYmMxYg==
https://www.instagram.com/p/CzFvCl0rAls/?igshid=ZWI2YzEzYmMxYg==
https://www.instagram.com/p/DHfzLf0tWHg/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/p/DHf1eIYJwHb/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MDAzOTM4NTA0MjIzODQx?igshid=ZWI2YzEzYmMxYg==,"https://www.instagram.com/reel/DHgvDnyzpfJ/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DHguzKzTo0-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DHguK7ZzQ1n/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/CpZUVUjsxyK/?igshid=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DODgiR3CfjB/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://maps.app.goo.gl/AXA3pshDeovzhwUW6,,,
86,Luxury Collection,The Sira,Lombok,B Luxury,SOON,SOON,SOON,SOON,Y,,
87,LXR ,"Roku Kyoto, LXR Hotels & Resorts 🗝️",Kyoto,B Luxury,https://www.instagram.com/p/DQ7kFRjk8cr/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,https://www.instagram.com/stories/highlights/17893062501220106/,https://www.instagram.com/reel/DQ7kOozk6u5/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,https://maps.app.goo.gl/Y8EUr2B3K31TW4uh6,Y,,
88,Potato Head,"Desa Potato Head Seminyak, Bali",Bali,B Luxury,"https://www.instagram.com/p/CdBXt_QhVHr/?igshid=MzRlODBiNWFlZA==
https://www.instagram.com/p/CxepWXRLPUB/?igshid=MzRlODBiNWFlZA==

https://www.instagram.com/p/CVHtZQaBObr/?igshid=ZWI2YzEzYmMxYg==",https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MDI4NjA4NDgxNjkyMTIw?igshid=ZWI2YzEzYmMxYg==,"https://www.instagram.com/p/C8FH7OkSYUv/igsh=MThweW5vbGhtbmM0Mg==
https://www.instagram.com/reel/CVG5mZ2hfQ-/?igshid=ZWI2YzEzYmMxYg==
https://www.instagram.com/reel/Cctd9KxB4cI/?igshid=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/CVOlwoHB07k/?igshid=MzRlODBiNWFlZA==
https://www.instagram.com/reel/CVJQeWDhnEb/?igshid=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/CVPBKQtBUGa/?igshid=ZWI2YzEzYmMxYg== 
https://www.instagram.com/reel/CcQx-kDBXO5/?igshid=ZWI2YzEzYmMxYg== ",https://maps.app.goo.gl/Pp4AxRYEFheRT6TE7,,,
89,Preferred Hotel,Artyzen Singapore 🗝️,Singapore,B Luxury,https://www.instagram.com/p/C_raPseyFk8/?igsh=cTJ3a2ZmeDUydGNs,https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MTQ5OTM3MDA0MzIyOTMx?igsh=MmZ2dW05cGUwOWpp,"https://www.instagram.com/reel/C-_y9DNS04I/?igsh=dmdiODludzMzODlx
https://www.instagram.com/reel/C_GTpOHyQh8/?igsh=bm5rOGZpajczbGMz 
https://www.instagram.com/reel/C_GgP6IS5s-/?igsh=MWI5Mm4yODg1Y2Y0dQ== ",https://maps.app.goo.gl/mkuViqi1XK5LgQua6?g_st=ic ,,,
90,Preferred Hotel,Ayana Midplaza Jakarta,Jakarta,B Luxury,"https://www.instagram.com/p/DKfEdLHp1_Y/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/p/DKbDKjtpXIy/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://www.instagram.com/stories/highlights/17853146529452815/,"https://www.instagram.com/reel/DKf-yAfTJ8v/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DKfId63JCm8/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DKeO_N-J2a2/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DKdoamtp6RW/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DKcIcmAJ1-L/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DKbil-mJ24s/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DKbEpP2Jl1P/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://maps.app.goo.gl/yLfRLxMbJ5CB3weFA,,,
91,Preferred Hotel,"Discovery Primea, Makati",Manila,B Luxury,,https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTQ0MTEwODk5NjQwMjkw?igshid=ZWI2YzEzYmMxYg==,https://www.instagram.com/reel/CfH3Q3Ch0RY/?igshid=ZWI2YzEzYmMxYg==,https://maps.app.goo.gl/kukXmdySGD5ZLHgy9,,,
92,Preferred Hotel,Hotel Chinzanso,Tokyo,B Luxury,"https://www.instagram.com/p/DH-VNF9Jb8h/?igsh=MWUyNmliMmExMjVwYg== 
https://www.instagram.com/p/DH-VNF9Jb8h/?igsh=MWUyNmliMmExMjVwYg== 
https://www.instagram.com/p/DIAXPS_Tf9H/?igsh=NG8wY3N2c2t6a21v 
https://www.instagram.com/p/DIAXgE5yOnx/?igsh=anN1enFiY2JxN3Qz ",https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MDQxOTE3MTkwNDA5MTE4?igsh=M3c3YzkzNnd6bjAy,"https://www.instagram.com/reel/DIAimc5pwOJ/?igsh=YWZzcTg0M2VtaGoy 
https://www.instagram.com/reel/DH-Yn0Sp6mg/?igsh=MTZ0dGV2NjFhcWtqdw== ",https://maps.app.goo.gl/i9foNpeceg7WbpS17,,,
93,Preferred Hotel,New Otani Tokyo Executive House Zen 🗝️,Tokyo,B Luxury,https://www.instagram.com/p/DROLot6CctA/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,https://www.instagram.com/stories/highlights/18084219998081366/,https://www.instagram.com/reel/DRORFifCebD/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,https://maps.app.goo.gl/QjzKR96qj59DQqM39,Y,,
94,Preferred Hotel,The Fullerton Hotel Singapore,Singapore,B Luxury,"https://www.instagram.com/p/DK2R6TeJ4fp/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
https://www.instagram.com/p/DKzfX8MJ2k3/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://www.instagram.com/stories/highlights/18054917471350699/,"https://www.instagram.com/reel/DK2SoWapyWE/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
https://www.instagram.com/reel/DK2SEf_pk1L/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DKzn1WYpSEk/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DKzkfCPpv2q/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://maps.app.goo.gl/yx8uEASeQEFDvfrU6,,,
95,Preferred Hotel,The RuMa Hotel & Residences 🗝️,Kuala Lumpur,B Luxury,https://www.instagram.com/p/DRjThubiX65/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,https://www.instagram.com/stories/highlights/17880730428425382/,https://www.instagram.com/reel/DRk_0pYk_v_/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,https://maps.app.goo.gl/Qb8LGgbd8VCFd6q47,Y,,
96,Regent,Regent Chongqing 🗝️,Chongqing,B Luxury,"https://www.instagram.com/p/DFyx8xVyGcM/?igsh=MTU0OHhqNWkwcmhlMA==
https://www.instagram.com/p/DF1hRIUJqoN/?igsh=eHpjZDg2dXF2bmF3 ",https://www.instagram.com/s/aGlnaGxpZ2h0OjE3ODc3MDkzMDYzMTY0Mzgx?igsh=ZDcwdzFmOTBzMDUy,"https://www.instagram.com/reel/DFy9e_bp9M_/?igsh=MjNvenN2MHZudHF2
https://www.instagram.com/reel/DF38AdCJwb_/?igsh=MTBvdmh5NXF5Y2Y0aQ== 
https://www.instagram.com/reel/DF19Mg_JzAg/?igsh=MW5vbDJyODkxNXFmcQ== ",https://maps.app.goo.gl/v5xARi5TyQ2AqEzq9?g_st=ic,,,
97,Regent,Regent Shanghai on the Bund,Shanghai,B Luxury,https://www.instagram.com/p/DQo5jF_Cbv8/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,https://www.instagram.com/stories/highlights/18106579735720157/,https://www.instagram.com/reel/DQrbUxeCSeW/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,https://maps.app.goo.gl/jaeQZqQdC4uaaYAp6,Y,,
98,Shangri-La,"Edsa Shangri-La, Manila",Manila,B Luxury,SOON,SOON,SOON,SOON,Y,,
99,Shangri-La,"Kowloon, Shangri-La Hong Kong",Hong Kong,B Luxury,"https://www.instagram.com/p/DI83bVkpT2t/?igsh=MWIycnJwaDZoYW1ncA== 
https://www.instagram.com/p/DJA1JKzpl7O/?igsh=bXgzaXA3ZnR0YWZk 
https://www.instagram.com/p/DJA1pyLJqtf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://www.instagram.com/stories/highlights/17906454537135009/,"https://www.instagram.com/reel/DJCav9fzKvo/?igsh=ZDNzdG5zZnljZjU= 
https://www.instagram.com/reel/DI_rMkQJ0cq/?igsh=MWFrMnk5OWRodmw0OQ== 
https://www.instagram.com/reel/DI_qwpUJqDa/?igsh=eGIzYmtzN2J0Y3o3 
https://www.instagram.com/reel/DI_qRudJdoW/?igsh=MTAxemc5cHcxamFpbw== 
https://www.instagram.com/reel/DI-O0jcy6I2/?igsh=YXZpYW01NWpyNzVs ",https://maps.app.goo.gl/McNA6veBwEeMagRM8,,,
100,Shangri-La,Shangri-La Bangkok,Bangkok,B Luxury,"https://www.instagram.com/p/DLU99oWpmeh/?igsh=cHR3ZGpyZ2hmZXNj
https://www.instagram.com/p/DLU88wQJoIq/?igsh=MTQyeGwyejYxN3p4ag== ",https://www.instagram.com/stories/highlights/18042454808301184/,"https://www.instagram.com/reel/DLU-OobpEc3/?igsh=MWtoNWYyNG8zZWdjZA==
https://www.instagram.com/reel/DLU9RJAJLE5/?igsh=cHRmeGF3Z2dpaTgw ",https://maps.app.goo.gl/Di4rNw3zgjqr8cDV6,,,
101,Shangri-La,Shangri-La Singapore,Singapore,B Luxury,"https://www.instagram.com/p/DDp5z5HTapM/?igsh=MTdzM205b2VuamRsbA==
https://www.instagram.com/p/DDsCeJiTuld/?igsh=bW85NjV1ODMyb2Vl 
https://www.instagram.com/p/DDuox4qTTuH/?igsh=MWprZWpzamZodnVheg== ",https://www.instagram.com/s/aGlnaGxpZ2h0OjE3ODY2OTAyNDI5MjAyNDk1?igsh=MWZyM2k0bXoydjJ4ZQ==,"https://www.instagram.com/reel/DDqCZiczjOd/?igsh=MW5qeWkxN2oxNHhobw== 
https://www.instagram.com/reel/DDqC0lbTC_R/?igsh=MTBpNG84MWlsaHAyZg==
https://www.instagram.com/reel/DDsBxA7S03L/?igsh=MWs5ZTlicHN2end1eQ== 
https://www.instagram.com/reel/DDuiDxYyWmb/?igsh=MTU1eXlzcno5NXNqMA== 
https://www.instagram.com/reel/DDxF1_wymQC/?igsh=eTd3OThseTV1dWxn ",https://maps.app.goo.gl/SnvMkF66Lqg4zf3i9?g_st=ic,,,
102,Shangri-La,"Shangri-La, Far Eastern Plaza Taipei",Taipei,B Luxury,"https://www.instagram.com/p/DCCEgNRxUtM/?igsh=cGZkamxkcTgxa3Nz
https://www.instagram.com/p/DCVuYyszKxZ/ ",https://www.instagram.com/s/aGlnaGxpZ2h0OjE3ODc5OTUxNjEwMTc0Njg4?igsh=MWZhdTF3cmd5dGdlaA==,"https://www.instagram.com/reel/DB9Tqn2ymXm/?igsh=c2FjZG51bHozd3Rp
https://www.instagram.com/reel/DCZF0L0tdr9/?igsh=OGoyaTNlNW8zamI5 ",https://maps.app.goo.gl/D987qTMcLm2PqSa18,,,
103,Shangri-La,"Shangri-La, Mactan",Cebu,B Luxury,,https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MDI0OTY0NjkwNzE2MDA2?igshid=ZWI2YzEzYmMxYg==,"https://www.instagram.com/reel/CfxoCM4lN3J/?igshid=ZWI2YzEzYmMxYg==
https://www.instagram.com/reel/CfQO1u4pBqq/?igshid=ZWI2YzEzYmMxYg==",https://maps.app.goo.gl/fBpNxM5QqSLpyuQGA?g_st=ic,,,
104,SIGNIEL,SIGNIEL BUSAN 🗝️🗝️,Busan,B Luxury,SOON,SOON,SOON,SOON,Y,,
105,W,W Bali Seminyak,Bali,B Luxury,"https://www.instagram.com/p/CyU_ExEAvLO/?igshid=MzRlODBiNWFlZA==
https://www.instagram.com/p/Cxj7ADLrRKh/?igshid=MzRlODBiNWFlZA==
 https://www.instagram.com/p/CxZujvVLp_6/?igshid=MzRlODBiNWFlZA==
https://www.instagram.com/p/CxZqjThrVSO/?igshid=MzRlODBiNWFlZA==
https://www.instagram.com/p/CynEYvSrxSW/?igshid=ZWI2YzEzYmMxYg==",https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MDEyNzA4MTQwMDE3MTM4?igshid=ZWI2YzEzYmMxYg==,https://www.instagram.com/reel/C7JVKHELaBa/?igsh=djZjbXVxa2h2a3pz,https://maps.app.goo.gl/CiUgoGW7MLw9vjut9,,,
106,W,W Bangkok,Bangkok,B Luxury,"https://www.instagram.com/p/CyNITuqrmAq/?igshid=MzRlODBiNWFlZA==
https://www.instagram.com/p/CkgVk4ZBOpF/?igshid=MzRlODBiNWFlZA==
https://www.instagram.com/p/CysHSDuLES6/?igshid=ZWI2YzEzYmMxYg==
https://www.instagram.com/p/DAWUeU3yH7F/?igsh=eTB0YjBycHM4NDU4 
https://www.instagram.com/p/DAZ0W1TyiiK/?igsh=MTU4dzg1YnA4c2w1YQ== ",https://www.instagram.com/s/aGlnaGxpZ2h0OjE4NDAwOTExMjM4MDMwMzUy?igshid=ZWI2YzEzYmMxYg==,"https://www.instagram.com/reel/CpLNc_0ryty/?igshid=MzRlODBiNWFlZA==
https://www.instagram.com/reel/DAarE4GSoiq/?igsh=MW1uam14ZHFjMDU2YQ== 
https://www.instagram.com/reel/DBG5aQcSLle/ 
https://www.instagram.com/reel/DBJdejQSB-V/?igsh=MXZiZGR2Ym9vY2RzYw== ",https://maps.app.goo.gl/ZJ1UGkCtxrqapE6N7?g_st=ic,,,
107,W,W Chengdu,Chengdu,B Luxury,"https://www.instagram.com/p/DFf-ANuzjh7/?igsh=djBmbGdpMzJkeXpv
https://www.instagram.com/p/DFlEN6Nydzl/?igsh=MTF4dm5iMDBsdTcxbg== 
https://www.instagram.com/p/DFlGQBqT0BM/?igsh=MTZpcTI5ODhkY2Vieg== ",https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTgwNDk2OTAzNjU3OTk5?igsh=Ymx1MGZobDdnejg2,"https://www.instagram.com/reel/DFf_B_6TJO8/?igsh=MWNzcjFnczA1aml6dQ==
https://www.instagram.com/reel/DFiaSjFSFcx/?igsh=MXF6bGZrdnVlcjBjaA== 
https://www.instagram.com/reel/DFiadF2SBth/?igsh=MThzOTJhbHQ3eXBrNg==   
https://www.instagram.com/reel/DFohS1ryvmI/?igsh=MWltaDJ5N296M3hiNw== ",https://maps.app.goo.gl/XM8niSwr5Spt6aZg6,,,
108,W,W Kuala Lumpur,Kuala Lumpur,B Luxury,"https://www.instagram.com/p/CyfHwHirUO5/?igshid=MzRlODBiNWFlZA==
https://www.instagram.com/p/CyPqy1lLT7v/?igshid=MzRlODBiNWFlZA==
https://www.instagram.com/p/DIjM2-aJmHf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
https://www.instagram.com/p/DIcpqhdJ6dD/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTg4MzgwMDU3MzA5NzU1?igshid=ZWI2YzEzYmMxYg==,"https://www.instagram.com/reel/CpARvW4uzBL/?igshid=ZWI2YzEzYmMxYg==
https://www.instagram.com/reel/DIjMgz3p5SA/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DIhB16ppdpf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DIea2tIy1KB/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/reel/DIeZ4GhyN-T/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://maps.app.goo.gl/MXyzu1U1VMe9n4zC7,,,
109,W,W Osaka 🗝️,Osaka,B Luxury,"https://www.instagram.com/p/CzaiXC8rq_S/?igshid=ZWI2YzEzYmMxYg==
https://www.instagram.com/p/CzStPIEL2xY/?igshid=ZWI2YzEzYmMxYg==
https://www.instagram.com/p/Cyc-aK9rM-j/?igshid=MzRlODBiNWFlZA==
https://www.instagram.com/p/CoTxk9irzPb/?igshid=MzRlODBiNWFlZA==
https://www.instagram.com/p/CyK_dvduWDq/?igshid=MzRlODBiNWFlZA==",https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTA2NzAwODA5ODkyOTk3?igshid=ZWI2YzEzYmMxYg==,"https://www.instagram.com/reel/CoXr5vqPcen/?igshid=MzRlODBiNWFlZA==
https://www.instagram.com/p/C8WEXNUSHpC/ ",https://maps.app.goo.gl/bgXyh2uyt8NfEcky8,,,
110,W,W Shanghai - The Bund,Shanghai,B Luxury,"https://www.instagram.com/p/C1ehdV6rdXg/?igsh=NjAxejAyeXRrNzhk  
https://www.instagram.com/p/C1y3bBLLpb0/?igsh=N3J5amwyeHViZTVv   
https://www.instagram.com/p/C17ex_2PzVS/?igsh=Ymc5YmU3MzVscTBz 
https://www.instagram.com/p/C13TmNvrcIS/?igsh=MXR2ZDF3d2Rtem1rMA==
https://www.instagram.com/p/C11dVGsrMXd/?igsh=MTNjNmJ6ZHpycGJpOQ==   ",https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTgyODA3NTY2NDE5NjMx?igsh=d2JyeHJuM291cnoy,"https://www.instagram.com/reel/C7wvRLoh8iU/?igsh=MTh1dmtuZ294cmZvNA==
https://www.instagram.com/reel/C9QEojkSFC6/?igsh=eXQ2ZTN1enh2dm51
https://www.instagram.com/reel/C1gphMMLDKI/ ",https://maps.app.goo.gl/KEjS6o9iJg2EwHwV8,,,
111,W,W Singapore - Sentosa Cove,Singapore,B Luxury,"https://www.instagram.com/p/CyiMhKErGkB/?igshid=MzRlODBiNWFlZA==
https://www.instagram.com/p/CyTDvydr2xc/?igshid=MzRlODBiNWFlZA==
https://www.instagram.com/p/DNdpSTxpoqV/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 
https://www.instagram.com/p/DNgG-QnpY5K/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MDc1NjY5OTAxNDI1ODUy?igshid=ZWI2YzEzYmMxYg==,"https://www.instagram.com/reel/Co094HmOMB_/?igshid=MzRlODBiNWFlZA==
https://www.instagram.com/reel/DNdqdg3J06i/?utm_source=ig_web_copy_link 
https://www.instagram.com/reel/DNdsGhcJPh_/?utm_source=ig_web_copy_link 
https://www.instagram.com/reel/DNgIEwepCQA/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ",https://maps.app.goo.gl/4qg2miiVwDv4G4HN8?g_st=ic,,,
